fecha;emisor;total
2024-02-09;COACUNIONEJIDO;67
2024-03-26;COACLOJA;288
2024-03-15;DEPRATI;305
2024-03-05;GRUPASAOTP;867
2024-01-10;COOPCREDIL;10
2024-01-25;GEANOTIFICACION;4007
2024-02-06;CACPELOJA;1566
2024-03-22;COOP23JUL;4356
2024-02-26;COOP11JUNBATCH;365
2024-01-31;ONLYCONTROL;137
2024-01-14;CNACIONAL;1313
2024-02-25;COOPJARAMILLO;956
2024-02-17;COAC11JUN;783
2024-01-03;GODNET;477
2024-01-10;FIDEVALFONDOS;10
2024-03-08;COACBENEFICA;551
2024-01-25;SEGUSUAREZ;19
2024-02-18;COACLAMANENSE;3
2024-03-04;MASIVA;13594
2024-02-18;COOPEDUZAMORA;14
2024-01-31;COOPFDEASIS;82
2024-04-02;COACPAD;61
2024-01-15;COACTULCAN;8837
2024-03-20;YANBAL;1999
2024-02-22;novacuenca;566
2024-03-24;COACAUSTRO;201
2024-03-26;VISUALTRACK;25
2024-01-02;RESP_AUTO_3600;15
2024-01-15;ECOTEC;357
2024-03-19;COACTULCAN;5594
2024-02-01;PACIFICOBAJA;31401
2024-02-12;BUDGET;2
2024-02-06;BANFINCA;212
2024-01-12;SIERRACENTRO;83
2024-01-31;COACSANTAISABEL;489
2024-03-14;MSPCITAS;28310
2024-03-01;REGISTROPGYE;1095
2024-03-22;COACDAQUILEMAMSV;1436
2024-01-20;COACPASTAZACOO;3838
2024-01-11;COACMAQUITAC;86
2024-03-21;COOPAUSTROEC;425
2024-03-17;COACHIBULEO;3020
2024-02-24;andinave;894
2024-03-24;COACNJERUSALEN;8
2024-01-25;CanalDigitalBDP;27122
2024-03-18;ECUABULK;329
2024-03-08;MTIMBABURA;1905
2024-03-25;RESP_AUTO_3600;18
2024-03-14;MUNPELILEO;18
2024-02-21;COACVISANDESCOB;98
2024-01-14;PAYPHONEPROD;1645
2024-02-03;COOPCENTRO;79
2024-04-03;DEPRATI;210
2024-01-24;AUCONSIS;150
2024-03-27;IESSIBARRA;31
2024-02-08;MAMBATOALD;202
2024-03-01;BGINTERNACIONAL;13
2024-01-28;COOPSTANA;494
2024-01-22;MUTUAMBATOEC;214
2024-03-11;INNOVIX;1246
2024-03-07;COACTENANOTI;151
2024-01-17;COACTENANOTI;126
2024-01-04;COOPAMBATOEC;2522
2024-02-29;COOPSANFRANCIS;3140
2024-02-20;COOPDIFARE;204
2024-01-22;COACOSCUSBATCH;2083
2024-02-23;COOPFORTUNA;59
2024-03-19;ALDEAMO;111383
2024-01-18;SaviaHTPPBulk;184
2024-02-25;COACIMBABURAPAK;58
2024-01-22;FUNESPOIR;5
2024-01-24;MEGARED;7
2024-01-13;COACSALINAS;78
2024-01-06;COACPASTAZA;522
2024-02-16;PAGUEYA;847
2024-03-16;COOPPROVIDA;44
2024-02-13;COONECTA;39
2024-01-01;COACSANANTONIO;155
2024-03-30;INNOVIX;217
2024-03-06;BINTERNACIONALWB;998
2024-01-08;COACRECERWINARI;36
2024-01-25;DEPRATI;244
2024-02-09;BGMKTHUB;502
2024-02-19;COOPANTORIOSMKT;82
2024-03-30;COACUNIONEJIDO;15
2024-01-27;COAC9OC;501
2024-03-08;ALYGUTAY;312
2024-02-29;COOPPEDROMONCAYO;837
2024-03-15;MUSHUCRUNA;3552
2024-02-17;COACTENANOTI;111
2024-01-24;COOPDELCARMEN;57
2024-04-04;COACEDULOJA;290
2024-03-09;andinave;327
2024-02-01;COOP23JUL;7837
2024-01-15;GRUPASAOTP;658
2024-03-04;CELERITYALD;2743
2024-02-01;BLOJA;79847
2024-03-18;COACPMVEGA;2787
2024-04-03;COACTENA;64
2024-02-25;COACVENCEDORES;45
2024-03-21;ONLYCONTROL;159
2024-01-28;COACALIANZA;138
2024-03-05;COACTULCAN;9454
2024-01-12;PNACALRTS;6377
2024-03-25;COOP11JUN;1589
2024-03-11;BGMKTHUB;29442
2024-01-24;VIELECSA;48
2024-01-22;COACLOJA;302
2024-01-23;COAC289;99
2024-03-04;CNACIONAL;3763
2024-02-03;COACAUSTRO;213
2024-03-04;EPROCESSMED;58
2024-01-10;ECUASUENIA;4470
2024-03-23;COOPSANTOIMBCOO;114
2024-01-01;BLOJA;29582
2024-01-25;BANRED;25
2024-03-22;COACATAHUALPA;334
2024-02-08;COACSUMAKKAWSAY;172
2024-02-05;COOPHUANCAVILCA;1791
2024-02-01;COACSALINAS;199
2024-02-04;COOP11JUN;670
2024-02-02;COACBIBLIAN;4721
2024-03-02;SIERRACENTRO;92
2024-03-28;andinave;650
2024-03-27;MTIMBABURA;906
2024-01-11;REGISTROPGYE;867
2024-01-04;MTIMBABURA;915
2024-01-22;ECLIPFIRMADIG;176
2024-01-05;andinave;980
2024-03-21;COACSANTAISABEL;394
2024-04-03;DISCOVEROTP;857
2024-04-03;KUNANSOFT;8
2024-02-18;URBANOEXP;125
2024-02-15;COACTULCAN;7431
2024-03-16;VIAMATICA;3
2024-01-27;COACHIBULEO;3817
2024-03-07;COACYANTZAZA;1428
2024-03-26;FUNESPOIR;201
2024-03-09;Autoconsa;39
2024-03-16;DEPRATIMONITOR;1
2024-01-25;COACIMBABURAPAK;190
2024-03-19;COOPSANFRANCIS;3290
2024-03-24;COOPLDVALLE;118
2024-01-05;COOPSCHIMBO;1195
2024-02-13;DEPRATI;155
2024-01-11;CMS;5754
2024-04-04;MODERNA;270
2024-03-18;COOPSTANA;1541
2024-01-24;MUNPELILEO;9
2024-02-16;PAYPHONEPROD;2417
2024-03-01;COPCHONE;2340
2024-03-08;SaviaHTPPBulk;157
2024-02-26;hospmet;553
2024-03-17;BVISIONFUND;173
2024-03-14;MEGARED;7
2024-02-16;COACLUCAM;679
2024-01-26;PROTRAMITES;18173
2024-01-26;COOPCALCETA;338
2024-01-01;COACCOMERCIOCOO;1004
2024-01-02;genesis;732
2024-02-23;COOPAMBATOEC;1936
2024-03-04;UANATACA;2346
2024-01-05;BGMKT;222530
2024-03-25;genesis;586
2024-03-31;MUTUAMBATOEC;69
2024-03-21;COACTENANOTI;127
2024-03-20;DEPRATIPRB;15
2024-02-26;COOPDELCARMEN;18
2024-01-14;COOPSTANA;479
2024-01-10;COOPSANFRANCIS;2776
2024-04-04;SERVIENTREGAGYE;44762
2024-03-03;COACLAMANENSE;1
2024-04-02;RETAILID4;223
2024-03-12;UEMTABOR;587
2024-02-03;KFCCORP;58
2024-02-15;COACSALINAS;242
2024-03-22;CORPOCEN;1827
2024-01-26;COACEDUCOTOPAXI;66
2024-03-17;COAC9OC;530
2024-02-13;BANRED;19
2024-02-03;EQUIFAX;3
2024-02-27;PACIFICOATM;94221
2024-01-03;COOPVCISNE;804
2024-02-19;CACPECO;4261
2024-01-06;COACVENCEDORES;17
2024-03-07;COACGUARANDA;587
2024-02-02;MARCABELI;1499
2024-03-12;COACRECERWINARI;62
2024-02-15;CREDITOSECON;2197
2024-03-13;COAC289;116
2024-03-12;COACLOJA;295
2024-01-28;COACPMVEGA;1244
2024-01-31;CELERITYALD;7796
2024-03-24;COOPDIFARE;22
2024-01-25;repsol;2066
2024-02-02;COOPSANTOIMBCOO;113
2024-01-12;COOPANTORCHA;154
2024-01-22;COOPVCISNE;662
2024-04-01;MEDEC;91
2024-03-15;BANRED;11
2024-03-27;ALYGUTAY;248
2024-02-20;BLOJA;68606
2024-02-14;COACEDUCOTOPAXI;240
2024-03-20;RESP_AUTO_2424;11
2024-03-04;ALDEPRATI;9540
2024-02-13;DISCOVEROTP;450
2024-02-01;CARTOPEL;5511
2024-02-22;PRODUBANCO;148635
2024-03-04;COOPSANTOIMBCOO;106
2024-01-28;COOP4OCT;401
2024-03-21;CLUBMILES;2421
2024-02-23;MTIMBABURA;980
2024-03-28;COACSANJORGE;499
2024-03-12;ECLIPFIRMADIG;236
2024-02-20;CACPEZAMORA;3040
2024-01-13;COOPSANJOSE;680
2024-01-29;COOPSANFRANCIS;2463
2024-01-26;MUTUAMBATO;74
2024-02-27;AFECOR;63
2024-04-04;COOPAUSTROEC;511
2024-03-16;SOFTSIERRA;11
2024-03-31;COACHIBULEO;3399
2024-02-14;UANATACA;2196
2024-02-05;FUNESPOIR;62
2024-01-14;COACBIBLIAN;3281
2024-02-06;SaviaHTPPBulk;24028
2024-03-26;IMPTOMEBAMBA;241
2024-01-23;COOPAMBATOEC;2409
2024-01-25;BICCOCOONECTA;7
2024-01-12;COOPAUSTROEC;487
2024-03-15;COACIMBABURAPAK;223
2024-03-09;CACPECO;3913
2024-03-14;RETAILID4;188
2024-03-16;SERVIENTREGAGYE;15791
2024-01-25;COACPASTAZA;932
2024-02-20;COACCOMERCIOCOO;2874
2024-01-14;UANATACA;287
2024-01-29;PACIFICOTP;121757
2024-02-22;COACSANMIGUEL;548
2024-03-27;COACBENEFICA;695
2024-02-04;CACPECOCR;75
2024-02-15;COOPPEDROMONCAYO;898
2024-03-05;COOPMULTIEMPRE;1276
2024-03-15;COACCREDISOCIO;11
2024-01-07;COOPCOCA;91
2024-01-04;DIPASO;28
2024-02-10;MUTUAMBATOEC;88
2024-03-29;MAVESA;348
2024-03-03;PACIFICOBAJA;9649
2024-01-04;COACBENEFICA;486
2024-03-27;COACOSCUS;5488
2024-03-30;COOPCALCETA;463
2024-02-19;CELERITYALD;13459
2024-03-05;COOPDIFARE;611
2024-03-15;GEANOTIFICACION;2895
2024-03-23;CACPECO;3090
2024-03-11;RESP_AUTO_3600;15
2024-02-19;COOPHUANCAVILCA;1544
2024-01-13;COOPSANTONIOTP;19
2024-03-27;CACPELOJA;538
2024-03-16;COACEDUCOTOPAXI;51
2024-03-22;COACLAMANENSE;51
2024-01-21;genesis;180
2024-03-20;COPCHONE;8323
2024-04-03;BANRED;9
2024-01-15;COACPROVIDA;70
2024-01-17;COACGUARANDA;872
2024-03-30;COOPGUALAQUIZA;543
2024-03-08;DEPRATIBOT;327
2024-01-12;novacredit;1096
2024-02-14;REGISTROCIVIL;1
2024-03-07;GODNET;397
2024-03-30;COOPCOCA;112
2024-02-28;COOPCALCETA;301
2024-01-23;COOPJARAMILLO;2248
2024-03-21;COOPFDEASIS;93
2024-03-15;SEGUSUAREZ;12
2024-02-15;GACELAOTP;31
2024-02-08;COACSANISIDRO;20
2024-01-01;COOPCENTRO;56
2024-03-19;BBPRUEBA;1
2024-03-15;COACPASTAZA;1608
2024-01-27;CPTUNGURAHUA;12
2024-01-08;ECLIPFIRMADIG;126
2024-01-15;CTHECUADOR;123
2024-03-02;COOPANTORCHA;99
2024-03-22;PACIFICOBAJA;22692
2024-02-08;COOPANDINA;180
2024-01-16;CACPECOCR;118
2024-02-18;COACSANTONCO;240
2024-01-31;CLUBMILES;242
2024-02-22;EQUIFAX;3
2024-01-14;COOPSANTOIMBCOO;94
2024-01-27;COOPPEDROMONCAYO;438
2024-02-11;BGINTERNACIONAL;11
2024-01-26;COOPCOCA;293
2024-03-13;COOPAMBATOEC;2183
2024-03-29;CanalDigitalBDP;22241
2024-02-02;PAYPHONEPROD;2254
2024-02-27;BINTERPRB;2
2024-03-27;SaviaHTPPBulk;26768
2024-03-22;CARTOPEL;2987
2024-01-31;COOPAUSTROEC;869
2024-03-07;DINERSOTP;3270
2024-01-26;SOFTSIERRA;26
2024-01-12;SERVIENTREGAGYE;38232
2024-03-15;COACMAQUITAC;151
2024-04-03;MOVISTARSEG;21601
2024-01-18;CACPEZAMORA;2911
2024-03-02;COOPAUSTROEC;352
2024-02-16;COOP4OCT;769
2024-03-10;AldeamoOTP;4284
2024-01-19;CACPECO;3795
2024-02-27;FUNDEMIRO;58
2024-02-21;RESP_AUTO_3600;5
2024-03-30;hospmet;460
2024-03-24;COOPCENTRO;62
2024-01-11;BGINTERNACIONAL;48
2024-01-21;INNOVIX;98
2024-03-12;MUTUAMBATOEC;231
2024-01-08;AFECOR;101
2024-02-11;FUNESPOIR;1
2024-04-04;MAVESA;126
2024-01-10;DRIVIN;790
2024-01-10;DIPASO;6
2024-01-06;COACSRGIRON;61
2024-02-02;BVISIONFUND;277
2024-02-29;COACMUJERESUCOO;76
2024-01-16;ALDEAMO;13055
2024-04-04;COOP23JUL;10151
2024-01-03;USERPOSPRD;1524
2024-01-13;SOFTSIERRA;4
2024-03-27;DEPRATISFTP;387
2024-03-06;GRUPASAOTP;568
2024-01-27;COOPSTANA;755
2024-01-30;BINTERNACIONAL;49638
2024-04-01;COOPMEGOEC;44951
2024-02-28;COACSANFRANWS;131
2024-01-03;COACREABATCH;1491
2024-01-08;BGMKTHUB;5455
2024-02-26;COACCOMERCIOCOO;1763
2024-02-11;COPSIERRACENTRO;31
2024-03-25;COACTULCAN;7705
2024-02-01;COACEDULOJA;653
2024-03-05;Pycca;2384
2024-02-19;DISCOVEROTP;1096
2024-02-18;andinave;546
2024-01-23;PACIFICOTP;110547
2024-02-28;HOSPAMB;521
2024-02-08;COACUNIONEJIDO;185
2024-01-12;CORPOCEN;2130
2024-01-13;COOPPROVIDA;43
2024-04-04;COOP15ABRIL;3089
2024-02-26;COOPSJCUENCA;14
2024-03-16;BGROTP;113
2024-01-01;PYCCA;216
2024-03-25;ECLIPFIRMADIG;283
2024-03-05;TELMEXNET;3112
2024-02-20;MASIVA;12379
2024-02-14;CARTOPEL;3107
2024-01-15;COACPMVEGA;2719
2024-03-11;COMQUEL;2
2024-02-28;COACSUMAKKAWSAY;113
2024-03-05;INDULENTES;7
2024-03-02;DEPRATIBOT;379
2024-02-25;COOPHUANCAVILCA;645
2024-02-05;COOPEDUZAMORA;11
2024-03-12;SIGMADENTAL;54
2024-01-06;SERVIENTREGAGYE;16115
2024-02-16;COACAMARABOL;9
2024-02-06;ONLYCONTROL;98
2024-03-30;COAC9OC;705
2024-04-02;COOP23JULCOB;1326
2024-01-12;CACPEZAMORA;2552
2024-03-21;COACMAQUITAC;138
2024-04-04;BINTERPRB;6
2024-03-04;AldeamoOTP;5487
2024-01-02;ECOTEC;433
2024-01-02;COACSANISIDRO;10
2024-01-30;PRODUBANCOWEB;46130
2024-01-05;BANRED;18
2024-03-08;WABRAVO;6
2024-03-01;RETAILID4;168
2024-01-18;COACSANJORGE;115
2024-02-24;UAFE;10
2024-02-09;COACINTICOOP;13
2024-03-13;COACLOJA;258
2024-02-29;EMAGIC;1
2024-01-24;COONECTA;61
2024-02-02;RSAGRUPO;8
2024-02-27;BANCOCAPITAL;45
2024-03-20;COACTENANOTI;153
2024-03-04;BLOJA;85209
2024-03-13;VISUALTRACK;17
2024-02-07;PACIFICO;43052
2024-02-14;MISUEC;250
2024-01-20;ALDEPRATI;110
2024-02-06;AUCONSIS;200
2024-01-17;IESSIBARRA;71
2024-03-08;COOPSCHIMBO;1252
2024-02-22;DRIVIN;3429
2024-01-06;COOPCENTRO;93
2024-02-08;COOPPEDROMONCAYO;1020
2024-02-18;YANBAL;377
2024-03-27;MARATHON;2
2024-02-10;novacuenca;2
2024-02-10;FIDEVALFONDOS;1
2024-03-24;COACFERDAQUILEMA;4140
2024-04-01;CPTUNGURAHUA;15
2024-02-08;COOPAMBATO;377
2024-01-21;COACCOMERCIOCOO;1507
2024-03-25;RESP_AUTO_2424;21
2024-03-10;ECOTEC;44
2024-03-24;UANATACA;293
2024-02-20;GONETAPP;81
2024-01-19;COOPSANTOIMBCOO;134
2024-02-13;COOPANDINA;77
2024-02-13;PACIFICOATM;87537
2024-01-22;COACAMARABOL;84
2024-01-20;CELERITYALD;1844
2024-04-02;VTEKSOFT;50
2024-04-02;GRUPASAOTP;764
2024-01-30;COACMUJERESUCOO;19
2024-02-14;CACEBCE;76
2024-01-21;PMILESOTP;2628
2024-01-11;SICCEC;1190
2024-03-17;RESP_AUTO_1231;20
2024-01-07;COOP11JUN;785
2024-02-19;MUNPELILEO;21
2024-01-27;ECOTEC;11
2024-03-20;COACUNIONEJIDO;65
2024-03-12;COACOORCOTOPAXI;52
2024-04-02;COACSANJORGE;573
2024-03-17;DISCOVEROTP;501
2024-01-19;COOPJARAMILLO;3115
2024-03-17;VIELECSA;18
2024-01-18;COACCREDIYA;229
2024-03-06;ECUABULK;151
2024-03-20;UAFE;159
2024-01-26;COACVENCEDORES;70
2024-02-05;MIES;5
2024-02-15;ALDEAMOFLASH;1483
2024-01-02;PNACALRTS;4509
2024-02-22;CanalDigitalBDP;31504
2024-03-30;FODEMI;139
2024-01-17;COOPAUSTROEC;468
2024-01-13;KUNANSOFT;4
2024-02-04;Pycca;1043
2024-01-06;BGINTERNACIONAL;27
2024-02-26;WABRAVO;6
2024-02-27;GEOMIL;590
2024-01-25;COACBENEFICA;421
2024-01-13;BBPROD;73943
2024-02-28;COOP15ABRIL;3416
2024-02-11;COACTULCAN;1595
2024-02-09;BGROTP;129
2024-01-11;BICCOCOONECTA;11
2024-01-18;CARTOPEL;3117
2024-03-06;COACVISANDES;283
2024-01-03;COACBIBLIAN;3974
2024-02-19;CMS;4268
2024-03-29;COACBENEFICA;318
2024-02-28;URBANOEXP;5031
2024-01-13;COACCREDISOCIO;15
2024-04-03;COOPMULTIEMPRE;849
2024-03-25;COACOSCUS;5609
2024-01-15;COOPSANFRANCIS;3064
2024-01-19;COOPCOCA;462
2024-01-03;COPSIERRACENTRO;63
2024-03-14;COOPPROVIDA;47
2024-03-12;INDULENTES;4
2024-03-05;BANCOCAPITAL;127
2024-01-27;HOSPAMB;244
2024-03-08;BANFINCA;119
2024-01-18;MISUEC;1022
2024-02-06;BLOJA;78708
2024-02-15;DEPRATIMONITOR;1
2024-03-10;COACLAMANENSE;1
2024-02-17;RESP_AUTO_3600;4
2024-01-25;PACIFICOTP;104731
2024-01-11;SIERRACENTRBATCH;69
2024-03-24;PACIFICOBAJA;8345
2024-03-22;COACSANANTONIO;474
2024-02-13;BMACHALAPROD;5303
2024-01-28;COACHIBULEO;2922
2024-01-09;OMNISWITCH;2353
2024-01-24;CAJAKONTAY;2
2024-02-14;MARVICNET;4732
2024-01-14;DEPRATI;174
2024-02-14;SIGMADENTAL;55
2024-01-19;COOPLAMANENSE;51
2024-01-20;COACFERDAQUILEMA;6552
2024-03-12;IMPTOMEBAMBA;314
2024-03-21;COOP11JUNBATCH;1034
2024-02-09;Motorplan;2017
2024-02-08;ALDEAMO;10615
2024-03-01;GEANOTIFICACION;4450
2024-03-26;VTEKSOFT;45
2024-03-17;COACFERDAQUILEMA;4477
2024-02-06;PACIFICOATM;114883
2024-01-24;EMAGIC;7
2024-03-17;PACIFICOBAJA;9386
2024-03-22;YANBALCOBR;6755
2024-02-10;COACLUCAMECLIP;193
2024-02-13;COOPVCISNE;515
2024-01-05;COACYANTZAZA;2841
2024-03-05;FUNESPOIR;60
2024-01-12;COOPSANTOIMBCOO;93
2024-01-22;ESANCHEZ;20
2024-03-19;CACSPMEC;1304
2024-01-14;PMILESOTP;2915
2024-01-25;COOPORDESEG;59
2024-03-13;REGISTROPGYE;1417
2024-01-03;MARCABELI;722
2024-03-10;COOPSCHIMBO;995
2024-03-10;VIELECSA;27
2024-03-02;VISUALTRACK;14
2024-02-22;ALDEAMOFLASH;1086
2024-01-13;BGINTERNACIONAL;63
2024-01-12;MEGARED;1
2024-02-06;COACGUARANDA;956
2024-01-20;BBPROD;77689
2024-04-02;BUDGET;12
2024-01-24;DEPRATIPRB;2
2024-03-27;COACSANANTONIO;514
2024-02-28;COOPEDUZAMORA;12
2024-03-15;SWEADENSEGUROS;291
2024-01-20;VIAMATICA;2
2024-01-27;MUTUAMBATOEC;51
2024-03-23;FODEMI;139
2024-03-11;BANRED;18
2024-02-29;ONLYCONTROL;123
2024-01-15;PACIFICO;49164
2024-02-20;CORPOCEN;158
2024-01-04;BINTERNACIONALWB;233
2024-03-13;SaviaHTPPBulk;179
2024-02-26;genesis;915
2024-02-23;GACELAOTP;23
2024-03-22;COACBENEFICA;489
2024-01-07;DEPRATI;147
2024-01-12;COOPLAMANENSE;80
2024-01-30;CACPECOCR;98
2024-02-29;mariscal;14
2024-03-25;CNACIONAL;3353
2024-02-22;COOPLDVALLE;10184
2024-03-27;COAC289;106
2024-01-07;AldeamoOTP;1835
2024-01-04;BICCOCOONECTA;4
2024-03-06;COACCHONE;1378
2024-01-08;COOPSANFRANCIS;3219
2024-03-24;COACOSCUSBATCH;7
2024-01-05;COACVISANDESCOB;175
2024-03-03;COACRECERWINARI;6
2024-01-12;COACPAD;3707
2024-04-04;MUNPELILEO;13
2024-03-04;SEGUSUAREZ;15
2024-03-14;BGMKT;180055
2024-01-06;COACCREDISOCIO;10
2024-01-27;MSPCITAS;783
2024-04-01;COACOSCUS;9796
2024-03-01;COACPASTAZA;1554
2024-03-21;COACRIOBAMBA;2419
2024-03-21;COACEDUCOTOPAXI;51
2024-01-24;COOP4OCT;637
2024-02-19;COOPAMBATOEC;2613
2024-01-10;RSAGRUPO;10
2024-02-19;COACMOLINO;11
2024-02-05;COOPDELCARMEN;76
2024-03-25;COOPFORTUNA;48
2024-03-15;MTIMBABURA;1671
2024-02-04;CPTUNGURAHUA;6
2024-01-11;GACELAOTP;37
2024-02-21;COACPASTAZA;2014
2024-03-13;DEPRATIBOT;543
2024-04-01;COOPSANTONIOTP;320
2024-03-18;DIRECTVTMW;44
2024-04-02;PAGUEYA;13
2024-02-08;PRODUBANCOWEB;305
2024-01-11;DINERSOTP;5025
2024-03-25;IESSIBARRA;32
2024-03-08;COOP23JUL;5400
2024-01-14;FUNDEMIRO;33
2024-01-07;COACLUCAM;649
2024-02-28;PNACALRTS;4634
2024-01-16;OMNISWITCH;2914
2024-03-03;COOPCENTRO;62
2024-02-09;CNACIONAL;3835
2024-02-13;COOPSANJOSE;606
2024-02-26;SIERRACENTRO;164
2024-01-07;BANRED;14
2024-02-26;COOPANTORIOSMKT;71
2024-03-13;COACAUSTRO;172
2024-03-08;SICCEC;3258
2024-01-01;ALYGUTAY2;735
2024-03-04;COOP11JUN;2079
2024-03-27;COACDAQUILEMAMSV;1178
2024-02-05;GRUPASAOTP;685
2024-03-19;COACAMARABOL;2
2024-02-08;DEPRATIMONITOR;1
2024-03-15;MAMBATOALD;124
2024-03-27;COACMUJERESUCOO;81
2024-03-15;COACCREDIYA;132
2024-03-29;DEPRATISFTP;125
2024-02-02;COACREABATCH;6649
2024-03-19;COACNJERUSALEN;17
2024-03-05;COACINTICOOP;17
2024-01-17;MOVISTARSMS;8039
2024-03-09;INNOVIX;148
2024-03-17;CELERITYALD;1655
2024-01-22;andinave;486
2024-02-22;COACSTANITA;514
2024-02-20;AMAGUA;1754
2024-03-07;COACPASTAZACOO;4264
2024-04-01;PYCCA;9031
2024-01-20;MUTUAMBATOEC;66
2024-01-30;MTIMBABURA;923
2024-01-27;ALDEAMO2;2
2024-03-13;COACVISANDES;236
2024-02-20;COOPFDEASIS;120
2024-02-29;COACBIBLIAN;4497
2024-02-13;MUSHUCRUNA;1886
2024-02-07;COOPCALCETA;361
2024-02-09;RESP_AUTO_2424;6
2024-01-09;COACVISANDES;239
2024-03-26;COACSUMAKKAWSAY;138
2024-02-21;MEDEC;251
2024-03-07;BGMKT;52161
2024-01-02;COOP15ABRIL;5840
2024-01-06;CREDITOSECON;1566
2024-03-10;COACCREDISOCIO;9
2024-01-02;URBANOEXP;7961
2024-03-20;PAYPHONEPROD;3476
2024-02-08;COACSANTONCO;410
2024-01-19;COACVENCEDORES;1
2024-03-12;COOPSANFRANCIS;2689
2024-01-04;COACIMBABURAPAK;472
2024-04-03;COAC289;127
2024-01-05;COACPAD;3860
2024-03-18;MASIVA;15183
2024-02-06;COOPMULTIEMPRE;841
2024-03-31;COACOSCUSBATCH;1
2024-01-25;COACSALINAS;121
2024-01-28;COOPSANTONIOTP;62
2024-02-05;SOFTSIERRA;301
2024-02-22;COACTENANOTI;131
2024-03-16;COOPLAMANENSE;84
2024-03-11;DEPRATI;246
2024-01-11;BANFINCA;206
2024-02-07;CACEBCE;46
2024-03-25;UAFE;157
2024-03-08;SIERRACENTRBATCH;246
2024-01-14;CACPEZAMORA;1429
2024-03-12;PROTRAMITES;22671
2024-02-27;COOPHUANCAVILCA;1247
2024-02-06;CACPECOCR;317
2024-03-09;USERPOSPRD;1850
2024-01-08;PACIFICO;40835
2024-02-08;COOPSANANTONIO;172
2024-03-08;BICCOCOONECTA;14
2024-04-03;BLOJA;85274
2024-03-21;CAJAKONTAY;5
2024-03-27;COOPSANJOSE;1496
2024-01-12;COAC11JUN;552
2024-02-20;SAGRARIO;5179
2024-02-15;CORPOCEN;437
2024-03-25;BGROTP;198
2024-02-17;COOPLDVALLE;204
2024-04-03;COACMUJERESUCOO;82
2024-01-25;YANBALCOBR;8735
2024-03-26;COACSANJORGE;353
2024-02-01;PACIFICOTP;168027
2024-03-19;ESANCHEZ;40
2024-02-13;DIPASO;14
2024-01-08;COPSIERRACENTRO;43
2024-03-04;SIERRACENTRO;87
2024-03-02;COACYANTZAZA;1008
2024-02-21;MAVESA;507
2024-03-21;SOFTSIERRA;42
2024-03-18;DRIVIN;46
2024-01-02;COOPEDUZAMORA;28
2024-03-08;MAMBATOALD;194
2024-01-21;MUTUAMBATO;45
2024-03-13;CREDIMAS;1
2024-01-14;BANRED;17
2024-03-15;SICCEC;938
2024-01-26;FODEMI;291
2024-03-10;BGINTERNACIONAL;7
2024-03-28;COOPKULLKIWASI;505
2024-01-05;VISUALTRACK;29
2024-01-22;CACSPMEC;1281
2024-03-11;COOP11JUN;1831
2024-01-04;KFCCORP;28
2024-03-04;COACECH;600
2024-01-18;SWEADENSEGUROS;634
2024-01-28;DEPRATIBOT;26
2024-01-26;COOPJARAMILLO;1836
2024-02-19;COOPGUALAQUIZA;1362
2024-01-13;RESP_AUTO_1231;30
2024-03-18;HOSPMET;1209
2024-01-13;COOPHUANCAVILCA;900
2024-01-10;COOPAUSTROEC;548
2024-02-23;PRODUBANCO;175151
2024-01-14;COACCOMERCIOCOO;1145
2024-01-06;KUNANSOFT;20
2024-03-22;COACCREDIYA;97
2024-03-16;INNOVIX;296
2024-01-21;COACECH;222
2024-01-11;COACIMBABURAPAK;373
2024-02-15;COACPROVIDA;333
2024-01-09;COACCHONE;1291
2024-01-07;COOPMAQUITA;76
2024-03-02;USERPOSPRD;2281
2024-03-17;BBPROD;71579
2024-03-11;CACPECO;4080
2024-03-24;ALDEAMO;400
2024-02-26;ALYGUTAY;314
2024-03-14;COOPAUSTROEC;476
2024-01-11;MISUEC;218
2024-03-21;COOPPROVIDA;38
2024-02-18;COACPMVEGA;1262
2024-03-25;MASIVA;8065
2024-03-24;MSPCITAS;35302
2024-01-24;COACRIOBAMBA;2314
2024-03-17;COOPSCHIMBO;1025
2024-03-01;BINTERNACIONALWB;102595
2024-02-09;SERVIENTREGAGYE;47092
2024-02-23;AFECOR;128
2024-01-23;ECUABULK;94
2024-03-12;PACIFICO;42720
2024-02-24;BINTERNACIONAL;30814
2024-03-19;COACSANISIDRO;15
2024-01-15;ESANCHEZ;20
2024-03-28;CAJAKONTAY;2
2024-03-05;VIAMATICA;2
2024-01-28;COOPFORTUNA;3
2024-02-07;COACMAQUITAC;126
2024-01-02;COOPFRANCISBATCH;1516
2024-03-01;COOPSTANA;2153
2024-01-25;COPCHONE;2637
2024-02-07;SIGMADENTAL;40
2024-02-07;coaccrea;9079
2024-01-31;ALESSAPAGOS;233
2024-01-21;DIRECTVTMW;52
2024-02-19;COOPMAQUITA;99
2024-02-20;BMACHALAPROD;11797
2024-01-03;ONLYCONTROL;130
2024-01-11;CARTOPEL;2707
2024-02-10;UANATACA;579
2024-02-03;HOSPAMB;153
2024-03-07;RSAGRUPO;6
2024-01-27;RETAILID4;73
2024-02-20;COACPROVIDA;388
2024-03-25;DIRECTVTMW;31
2024-01-08;GONETAPP;9
2024-03-04;BBPRUEBA;1
2024-02-03;BINTERNACIONAL;37831
2024-01-22;BBPROD;99590
